Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
mRNA_9710,Cell membrane,Transmembrane domain,Transmembrane,0.22059999406337738,0.06849999725818634,0.07509999722242355,0.8396000266075134,0.06319999694824219,0.030300000682473183,0.3118000030517578,0.4018999934196472,0.22689999639987946,0.03280000016093254,0.03460000082850456,0.9682999849319458,0.3357999920845032,0.11949999630451202
mRNA_10259,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2856999933719635,0.17059999704360962,0.06279999762773514,0.60589998960495,0.08079999685287476,0.05480000004172325,0.5109999775886536,0.6064000129699707,0.25519999861717224,0.03220000118017197,0.029999999329447746,0.9678999781608582,0.3513999879360199,0.11219999939203262
mRNA_10680,Cell membrane,Transmembrane domain,Transmembrane,0.2612000107765198,0.08500000089406967,0.06080000102519989,0.8690000176429749,0.10689999908208847,0.032999999821186066,0.3637000024318695,0.2858999967575073,0.22089999914169312,0.03840000182390213,0.045499999076128006,0.9721999764442444,0.24320000410079956,0.12680000066757202
mRNA_11228,Cell membrane,,Transmembrane,0.23340000212192535,0.1137000024318695,0.0689999982714653,0.6757000088691711,0.0966000035405159,0.10239999741315842,0.43140000104904175,0.5480999946594238,0.2833000123500824,0.042399998754262924,0.03840000182390213,0.9714999794960022,0.2791000008583069,0.11969999969005585
mRNA_11695,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2786000072956085,0.1526000052690506,0.04410000145435333,0.5903000235557556,0.07989999651908875,0.060100000351667404,0.5212000012397766,0.6074000000953674,0.24390000104904175,0.08510000258684158,0.03550000116229057,0.9714999794960022,0.3643999993801117,0.10999999940395355
mRNA_12291,Cell membrane,,Transmembrane,0.3206999897956848,0.1565999984741211,0.0560000017285347,0.7675999999046326,0.10440000146627426,0.1607999950647354,0.3955000042915344,0.4968000054359436,0.2606000006198883,0.041200000792741776,0.10700000077486038,0.9068999886512756,0.40799999237060547,0.1665000021457672
mRNA_12792,Lysosome/Vacuole,,Transmembrane,0.27140000462532043,0.1607999950647354,0.057500001043081284,0.5493999719619751,0.06859999895095825,0.06880000233650208,0.4056999981403351,0.6193000078201294,0.27720001339912415,0.03720000013709068,0.04490000009536743,0.9555000066757202,0.3799999952316284,0.1264999955892563
mRNA_13095,Endoplasmic reticulum,,Transmembrane,0.20190000534057617,0.13429999351501465,0.08780000358819962,0.4212000072002411,0.15160000324249268,0.1876000016927719,0.6980999708175659,0.24420000612735748,0.13230000436306,0.025800000876188278,0.05480000004172325,0.9660000205039978,0.07980000227689743,0.18199999630451202
mRNA_13018,Endoplasmic reticulum,,Transmembrane,0.21699999272823334,0.18559999763965607,0.06599999964237213,0.3628000020980835,0.12290000170469284,0.05829999968409538,0.857200026512146,0.1868000030517578,0.11919999867677689,0.008299999870359898,0.05889999866485596,0.9496999979019165,0.16830000281333923,0.20520000159740448
mRNA_13461,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2912999987602234,0.13699999451637268,0.027699999511241913,0.8188999891281128,0.09099999815225601,0.11810000240802765,0.3693000078201294,0.607699990272522,0.27950000762939453,0.15680000185966492,0.06859999895095825,0.9452000260353088,0.32010000944137573,0.14429999887943268
mRNA_13880,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2922999858856201,0.10100000351667404,0.03880000114440918,0.8148000240325928,0.10809999704360962,0.09780000150203705,0.3125,0.5978999733924866,0.30889999866485596,0.06700000166893005,0.05640000104904175,0.9376000165939331,0.21860000491142273,0.20100000500679016
mRNA_14250,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2784999907016754,0.16660000383853912,0.03550000116229057,0.6380000114440918,0.06930000334978104,0.08630000054836273,0.3723999857902527,0.6686999797821045,0.29840001463890076,0.2676999866962433,0.10119999945163727,0.9434000253677368,0.25999999046325684,0.11029999703168869
mRNA_14568,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.326200008392334,0.19679999351501465,0.03610000014305115,0.6869999766349792,0.08659999817609787,0.07680000364780426,0.4097999930381775,0.5985999703407288,0.24539999663829803,0.1876000016927719,0.08649999648332596,0.9409000277519226,0.29580000042915344,0.11779999732971191
mRNA_15122,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.22030000388622284,0.1762000024318695,0.062199998646974564,0.6743999719619751,0.08950000256299973,0.053700000047683716,0.5792999863624573,0.5976999998092651,0.26759999990463257,0.045499999076128006,0.03370000049471855,0.968999981880188,0.3986000120639801,0.10989999771118164
mRNA_15498,Cell membrane,,Transmembrane,0.3192000091075897,0.15600000321865082,0.05550000071525574,0.769599974155426,0.10329999774694443,0.15940000116825104,0.3917999863624573,0.4952999949455261,0.25929999351501465,0.04179999977350235,0.10660000145435333,0.9074000120162964,0.40849998593330383,0.1656000018119812
mRNA_15531,Endoplasmic reticulum,,Transmembrane,0.2013999968767166,0.1468999981880188,0.08919999748468399,0.4050000011920929,0.1412999927997589,0.17669999599456787,0.7333999872207642,0.260699987411499,0.12809999287128448,0.016699999570846558,0.05350000038743019,0.9652000069618225,0.0843999981880188,0.18469999730587006
mRNA_15882,Endoplasmic reticulum,,Transmembrane,0.19789999723434448,0.13369999825954437,0.1315000057220459,0.34540000557899475,0.13379999995231628,0.1662999987602234,0.7111999988555908,0.21140000224113464,0.11789999902248383,0.015599999576807022,0.060100000351667404,0.9563000202178955,0.08460000157356262,0.20329999923706055
mRNA_16151,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2768000066280365,0.12030000239610672,0.032499998807907104,0.7710999846458435,0.09809999912977219,0.09929999709129333,0.37470000982284546,0.6705999970436096,0.31049999594688416,0.11940000206232071,0.05590000003576279,0.9455999732017517,0.2282000035047531,0.1850000023841858
mRNA_16526,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.30070000886917114,0.12380000203847885,0.024800000712275505,0.8011000156402588,0.09600000083446503,0.0940999984741211,0.32190001010894775,0.6146000027656555,0.2680000066757202,0.11060000211000443,0.065700002014637,0.9383999705314636,0.30730000138282776,0.1615999937057495
mRNA_16625,Endoplasmic reticulum,,Transmembrane,0.21719999611377716,0.13339999318122864,0.07840000092983246,0.37540000677108765,0.09030000120401382,0.1340000033378601,0.6610999703407288,0.38260000944137573,0.14169999957084656,0.026499999687075615,0.039799999445676804,0.954200029373169,0.09880000352859497,0.2126999944448471
mRNA_17401,Cell membrane,Transmembrane domain,Transmembrane,0.2639999985694885,0.08990000188350677,0.06350000202655792,0.7817999720573425,0.08160000294446945,0.022299999371170998,0.3767000138759613,0.3700999915599823,0.25929999351501465,0.0502999983727932,0.03610000014305115,0.9595000147819519,0.33799999952316284,0.13269999623298645
mRNA_17700,Cell membrane,Transmembrane domain,Transmembrane,0.25209999084472656,0.08630000054836273,0.06960000097751617,0.7915999889373779,0.07490000128746033,0.02410000003874302,0.3626999855041504,0.38100001215934753,0.24770000576972961,0.04259999841451645,0.03590000048279762,0.9580000042915344,0.33820000290870667,0.1379999965429306
mRNA_17850,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.22030000388622284,0.1762000024318695,0.062199998646974564,0.6743999719619751,0.08950000256299973,0.053700000047683716,0.5792999863624573,0.5976999998092651,0.26759999990463257,0.045499999076128006,0.03370000049471855,0.968999981880188,0.3986000120639801,0.10989999771118164
mRNA_18621,Cell membrane,,Transmembrane,0.3208000063896179,0.15459999442100525,0.060499999672174454,0.7598999738693237,0.09910000115633011,0.18930000066757202,0.40689998865127563,0.4909000098705292,0.25,0.05339999869465828,0.10930000245571136,0.9125999808311462,0.3977999985218048,0.15880000591278076
mRNA_19165,Lysosome/Vacuole,,Transmembrane,0.26759999990463257,0.15960000455379486,0.05849999934434891,0.5515000224113464,0.06939999759197235,0.07029999792575836,0.3982999920845032,0.6177999973297119,0.2734000086784363,0.03840000182390213,0.04619999974966049,0.9542999863624573,0.37119999527931213,0.12620000541210175
mRNA_19360,Endoplasmic reticulum,,Transmembrane,0.20149999856948853,0.1444000005722046,0.09210000187158585,0.40139999985694885,0.1404000073671341,0.17249999940395355,0.7304999828338623,0.26260000467300415,0.12639999389648438,0.015599999576807022,0.052299998700618744,0.964900016784668,0.08250000327825546,0.1881999969482422
mRNA_19416,Cell membrane,,Transmembrane,0.20759999752044678,0.11810000240802765,0.10849999636411667,0.5514000058174133,0.12939999997615814,0.19979999959468842,0.5407000184059143,0.2775000035762787,0.1340000033378601,0.020500000566244125,0.05180000141263008,0.9620000123977661,0.08749999850988388,0.19910000264644623
mRNA_19842,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.3046000003814697,0.11800000071525574,0.031700000166893005,0.7901999950408936,0.10779999941587448,0.10450000315904617,0.33340001106262207,0.694100022315979,0.3409999907016754,0.10689999908208847,0.05640000104904175,0.9344000220298767,0.225600004196167,0.19370000064373016
mRNA_20242,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.29829999804496765,0.125,0.029400000348687172,0.8004999756813049,0.09950000047683716,0.11159999668598175,0.33550000190734863,0.6047999858856201,0.27799999713897705,0.1281999945640564,0.06379999965429306,0.9386000037193298,0.2782000005245209,0.16590000689029694
mRNA_20968,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.31790000200271606,0.1800999939441681,0.039400000125169754,0.7044000029563904,0.08550000190734863,0.09040000289678574,0.4124999940395355,0.6323000192642212,0.2362000048160553,0.1867000013589859,0.07829999923706055,0.9463000297546387,0.305400013923645,0.11389999836683273
mRNA_21389,Cell membrane,Transmembrane domain,Transmembrane,0.2313999980688095,0.08139999955892563,0.06360000371932983,0.7851999998092651,0.08290000259876251,0.026599999517202377,0.3749000132083893,0.4156000018119812,0.2849999964237213,0.03750000149011612,0.029600000008940697,0.9592999815940857,0.335099995136261,0.1453000009059906
mRNA_21806,Cell membrane,Transmembrane domain,Transmembrane,0.2531999945640564,0.08590000122785568,0.06830000132322311,0.7907000184059143,0.07559999823570251,0.023499999195337296,0.35850000381469727,0.3853999972343445,0.2549999952316284,0.042500000447034836,0.03579999879002571,0.9577000141143799,0.3398999869823456,0.13850000500679016
mRNA_22501,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.23549999296665192,0.17069999873638153,0.06419999897480011,0.6669999957084656,0.09350000321865082,0.04809999838471413,0.5879999995231628,0.6105999946594238,0.2784000039100647,0.04129999876022339,0.0333000011742115,0.9686999917030334,0.39320001006126404,0.11219999939203262
mRNA_23048,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.23499999940395355,0.17059999704360962,0.06270000338554382,0.6653000116348267,0.09309999644756317,0.04809999838471413,0.5860000252723694,0.6107000112533569,0.2766999900341034,0.04190000146627426,0.033799998462200165,0.9690999984741211,0.3930000066757202,0.11150000244379044
mRNA_23294,Cell membrane,,Transmembrane,0.3230000138282776,0.156700000166893,0.050999999046325684,0.7705000042915344,0.09889999777078629,0.14990000426769257,0.3894999921321869,0.5134999752044678,0.262800008058548,0.04439999908208847,0.10649999976158142,0.9070000052452087,0.4212000072002411,0.16580000519752502
mRNA_23852,Lysosome/Vacuole,,Transmembrane,0.26759999990463257,0.15960000455379486,0.05849999934434891,0.5515000224113464,0.06939999759197235,0.07029999792575836,0.3982999920845032,0.6177999973297119,0.2734000086784363,0.03840000182390213,0.04619999974966049,0.9542999863624573,0.37119999527931213,0.12620000541210175
mRNA_24155,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2745000123977661,0.14710000157356262,0.040300000458955765,0.7512000203132629,0.09769999980926514,0.0934000015258789,0.35440000891685486,0.6122000217437744,0.23340000212192535,0.060499999672174454,0.06310000270605087,0.9506000280380249,0.26010000705718994,0.15330000221729279
mRNA_24472,Endoplasmic reticulum,,Transmembrane,0.20029999315738678,0.14259999990463257,0.08969999849796295,0.4058000147342682,0.14319999516010284,0.1664000004529953,0.7329999804496765,0.26499998569488525,0.12919999659061432,0.014999999664723873,0.05249999836087227,0.9656000137329102,0.08510000258684158,0.18520000576972961
mRNA_24459,Endoplasmic reticulum,,Transmembrane,0.19920000433921814,0.13289999961853027,0.12890000641345978,0.3479999899864197,0.13369999825954437,0.1581999957561493,0.7081000208854675,0.21070000529289246,0.11659999936819077,0.01590000092983246,0.06030000001192093,0.9563000202178955,0.08500000089406967,0.20270000398159027
mRNA_24856,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.3050999939441681,0.10779999941587448,0.03709999844431877,0.7874000072479248,0.10909999907016754,0.08709999918937683,0.3312999904155731,0.6680999994277954,0.3228999972343445,0.10170000046491623,0.05559999868273735,0.9366000294685364,0.2371000051498413,0.19300000369548798
mRNA_25292,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2989000082015991,0.12150000035762787,0.025200000032782555,0.7986000180244446,0.094200000166893,0.09459999948740005,0.3181000053882599,0.609000027179718,0.2743000090122223,0.11270000040531158,0.06379999965429306,0.9390000104904175,0.3050999939441681,0.16529999673366547
mRNA_25656,Cell membrane,,Transmembrane,0.2921999990940094,0.14219999313354492,0.024299999698996544,0.7832000255584717,0.10660000145435333,0.06639999896287918,0.34389999508857727,0.5059999823570251,0.18889999389648438,0.07620000094175339,0.06520000100135803,0.9383999705314636,0.2694000005722046,0.16850000619888306
mRNA_26306,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.273499995470047,0.09939999878406525,0.042500000447034836,0.7968999743461609,0.04899999871850014,0.14550000429153442,0.4016000032424927,0.6610000133514404,0.19220000505447388,0.19660000503063202,0.05079999938607216,0.9541000127792358,0.20100000500679016,0.15839999914169312
mRNA_26679,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2831999957561493,0.16339999437332153,0.03449999913573265,0.6330999732017517,0.07010000199079514,0.08179999887943268,0.3779999911785126,0.6802999973297119,0.3059999942779541,0.2289000004529953,0.10140000283718109,0.9435999989509583,0.2614000141620636,0.10989999771118164
mRNA_27082,Cell membrane,,Transmembrane,0.3303000032901764,0.18569999933242798,0.0357000008225441,0.675000011920929,0.08290000259876251,0.08100000023841858,0.3917999863624573,0.5730999708175659,0.22699999809265137,0.18610000610351562,0.08630000054836273,0.9422000050544739,0.2939000129699707,0.11869999766349792
mRNA_27158,Endoplasmic reticulum,,Transmembrane,0.21639999747276306,0.1306000053882599,0.08100000023841858,0.3619999885559082,0.08980000019073486,0.13259999454021454,0.6485999822616577,0.36910000443458557,0.1379999965429306,0.024900000542402267,0.04259999841451645,0.9531000256538391,0.09860000014305115,0.2125999927520752
mRNA_27801,Cell membrane,,Transmembrane,0.25600001215934753,0.09319999814033508,0.062199998646974564,0.7757999897003174,0.0812000036239624,0.02759999968111515,0.40470001101493835,0.4007999897003174,0.2549999952316284,0.061400000005960464,0.03660000115633011,0.9603000283241272,0.3269999921321869,0.12700000405311584
mRNA_28002,Cell membrane,Transmembrane domain,Transmembrane,0.2531999945640564,0.08569999784231186,0.06970000267028809,0.7919999957084656,0.07460000365972519,0.023900000378489494,0.35899999737739563,0.3815000057220459,0.2493000030517578,0.04259999841451645,0.03579999879002571,0.9581000208854675,0.3393000066280365,0.1378999948501587
mRNA_28817,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.25760000944137573,0.17759999632835388,0.07620000094175339,0.6273999810218811,0.08720000088214874,0.05460000038146973,0.47029998898506165,0.6762999892234802,0.2003999948501587,0.042500000447034836,0.04699999839067459,0.9674999713897705,0.3025999963283539,0.12479999661445618
mRNA_29310,Cell membrane,,Transmembrane,0.2705000042915344,0.13529999554157257,0.06069999933242798,0.6424999833106995,0.08190000057220459,0.09009999781847,0.48840001225471497,0.5580999851226807,0.25209999084472656,0.02070000022649765,0.0494999997317791,0.9628999829292297,0.4659000039100647,0.10890000313520432
mRNA_29788,Cell membrane,Transmembrane domain,Transmembrane,0.27129998803138733,0.09700000286102295,0.0681999996304512,0.8359000086784363,0.10840000212192535,0.04050000011920929,0.36399999260902405,0.2468000054359436,0.2289000004529953,0.04230000078678131,0.04839999973773956,0.968999981880188,0.267300009727478,0.12460000067949295
mRNA_30540,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.26429998874664307,0.14259999990463257,0.06509999930858612,0.642799973487854,0.08269999921321869,0.09399999678134918,0.47040000557899475,0.5864999890327454,0.27230000495910645,0.026799999177455902,0.04650000110268593,0.9656000137329102,0.4507000148296356,0.10440000146627426
mRNA_30981,Cell membrane,Transmembrane domain,Transmembrane,0.2662999927997589,0.09470000118017197,0.06880000233650208,0.8389999866485596,0.1120000034570694,0.03819999843835831,0.3659999966621399,0.24050000309944153,0.2298000007867813,0.04100000113248825,0.0478999987244606,0.968999981880188,0.2623000144958496,0.12530000507831573
mRNA_31053,Cell membrane,Signal peptide|Transmembrane domain,Transmembrane,0.23260000348091125,0.03889999911189079,0.053300000727176666,0.38280001282691956,0.17509999871253967,0.07090000063180923,0.33980000019073486,0.21860000491142273,0.35120001435279846,0.09790000319480896,0.07119999825954437,0.9488000273704529,0.08070000261068344,0.1809999942779541
mRNA_31465,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2939999997615814,0.14100000262260437,0.066600002348423,0.7498999834060669,0.07079999893903732,0.16670000553131104,0.3982999920845032,0.6500999927520752,0.27410000562667847,0.05510000139474869,0.10090000182390213,0.9236999750137329,0.3230000138282776,0.1534000039100647
mRNA_32164,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2556999921798706,0.17149999737739563,0.07079999893903732,0.6478999853134155,0.08190000057220459,0.053199999034404755,0.4787999987602234,0.6840000152587891,0.21359999477863312,0.03550000116229057,0.046799998730421066,0.9674999713897705,0.33970001339912415,0.12269999831914902
mRNA_32733,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2621999979019165,0.18459999561309814,0.07289999723434448,0.6168000102043152,0.0860000029206276,0.051100000739097595,0.4767000079154968,0.6861000061035156,0.20180000364780426,0.04270000010728836,0.04470000043511391,0.9678000211715698,0.31049999594688416,0.12559999525547028
mRNA_33243,Cell membrane,,Transmembrane,0.26910001039505005,0.13269999623298645,0.06030000001192093,0.6499999761581421,0.07970000058412552,0.09040000289678574,0.47040000557899475,0.5580000281333923,0.2492000013589859,0.022700000554323196,0.04800000041723251,0.9645000100135803,0.47519999742507935,0.10700000077486038
mRNA_33716,Cell membrane,Transmembrane domain,Transmembrane,0.26919999718666077,0.09830000251531601,0.06840000301599503,0.8345000147819519,0.11590000241994858,0.04100000113248825,0.3668000102043152,0.24269999563694,0.23080000281333923,0.04470000043511391,0.0478999987244606,0.968999981880188,0.2596000134944916,0.125900000333786
mRNA_34158,Endoplasmic reticulum,,Transmembrane,0.2840000092983246,0.10859999805688858,0.027400000020861626,0.3174999952316284,0.17470000684261322,0.0681999996304512,0.5860999822616577,0.15240000188350677,0.1551000028848648,0.0203000009059906,0.147599995136261,0.8999999761581421,0.11259999871253967,0.27140000462532043
mRNA_34303,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2962999939918518,0.14880000054836273,0.07530000060796738,0.7366999983787537,0.07090000063180923,0.16189999878406525,0.4032999873161316,0.6559000015258789,0.27309998869895935,0.0544000007212162,0.10170000046491623,0.919700026512146,0.3100999891757965,0.1589999943971634
mRNA_34967,Cell membrane,,Transmembrane,0.27149999141693115,0.1412999927997589,0.062300000339746475,0.6245999932289124,0.08089999854564667,0.08550000190734863,0.4496000111103058,0.5608999729156494,0.2619999945163727,0.02250000089406967,0.04690000042319298,0.9645000100135803,0.4422999918460846,0.10819999873638153
mRNA_35428,Cell membrane,Transmembrane domain,Transmembrane,0.26420000195503235,0.10080000013113022,0.08320000022649765,0.8281000256538391,0.11050000041723251,0.04769999906420708,0.37040001153945923,0.2754000127315521,0.23639999330043793,0.04349999874830246,0.04619999974966049,0.9678999781608582,0.29989999532699585,0.12809999287128448
mRNA_35805,Endoplasmic reticulum,,Transmembrane,0.325300008058548,0.16930000483989716,0.03310000151395798,0.39890000224113464,0.21289999783039093,0.031300000846385956,0.5690000057220459,0.328000009059906,0.1582999974489212,0.008999999612569809,0.07320000231266022,0.8894000053405762,0.1386999934911728,0.23350000381469727
mRNA_36074,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2930999994277954,0.14139999449253082,0.06780000030994415,0.7516999840736389,0.07090000063180923,0.1615999937057495,0.39890000224113464,0.6462000012397766,0.2732999920845032,0.05460000038146973,0.09920000284910202,0.925599992275238,0.3176000118255615,0.15279999375343323
mRNA_36594,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2621999979019165,0.18459999561309814,0.07289999723434448,0.6168000102043152,0.0860000029206276,0.051100000739097595,0.4767000079154968,0.6861000061035156,0.20180000364780426,0.04270000010728836,0.04470000043511391,0.9678000211715698,0.31049999594688416,0.12559999525547028
mRNA_37056,Cell membrane,,Transmembrane,0.2224999964237213,0.13590000569820404,0.01759999990463257,0.7613000273704529,0.08810000121593475,0.09149999916553497,0.5253999829292297,0.5055000185966492,0.29089999198913574,0.243599995970726,0.0794999971985817,0.9666000008583069,0.1526000052690506,0.1354999989271164
mRNA_37544,Cell membrane,,Transmembrane,0.30489999055862427,0.12489999830722809,0.03229999914765358,0.7623999714851379,0.08389999717473984,0.04769999906420708,0.3172999918460846,0.5412999987602234,0.2712000012397766,0.20180000364780426,0.07840000092983246,0.9539999961853027,0.3050000071525574,0.1527000069618225
mRNA_38300,Cell membrane,,Transmembrane,0.22169999778270721,0.1340000033378601,0.01810000091791153,0.7684999704360962,0.07450000196695328,0.10369999706745148,0.4745999872684479,0.516700029373169,0.28200000524520874,0.21389999985694885,0.07670000195503235,0.9666000008583069,0.13230000436306,0.14399999380111694
mRNA_38688,Cell membrane,,Transmembrane,0.29249998927116394,0.10610000044107437,0.028699999675154686,0.7480999827384949,0.09130000323057175,0.048500001430511475,0.31189998984336853,0.5462999939918518,0.27250000834465027,0.15600000321865082,0.08060000091791153,0.9513999819755554,0.289000004529953,0.1559000015258789
